Clippers,Kings,8,10,11,7,5,11,,,,
Clippers,Mavericks,5,8,17,16,5,15,,,,
Clippers,Kings,-7,4,4,5,5,11,,,,
Clippers,Suns,-1,9,3,6,5,25,,,,
Clippers,Warriors,-6,-7,1,-4,5,29,,,,
Clippers,Rockets,0,2,-5,-4,5,22,,,,
Clippers,Grizzlies,-1,0,4,2,5,6,,,,
Clippers,Mavericks,8,1,-6,-10,5,15,,,,
Clippers,Suns,-5,-9,-20,-14,5,25,,,,
Clippers,Pistons,-3,-9,1,5,5,20,,,,
Clippers,Warriors,16,14,6,-7,5,29,,,,
Clippers,Trailblazers,0,-1,-2,-11,5,28,,,,
Clippers,Raptors,-10,-29,-16,-11,5,21,,,,
Clippers,Nuggets,-1,6,11,17,5,17,,,,
Clippers,Jazz,2,0,-5,-11,5,10,,,,
Clippers,Pelicans,10,21,18,21,5,19,,,,
Clippers,Timberwolves,4,11,10,8,5,27,,,,
Clippers,Trailblazers,11,0,10,15,5,28,,,,
Clippers,Pacers,0,3,-3,-12,5,18,,,,
Clippers,Magic,-2,3,-5,2,5,14,,,,
Clippers,Timberwolves,4,-2,-6,4,5,27,,,,
Clippers,Bucks,-1,-1,7,14,5,1,,,,
Clippers,Bulls,1,-9,-10,-3,5,2,,,,
Clippers,Nets,8,13,14,5,5,16,,,,
Clippers,Pistons,0,9,10,2,5,20,,,,
Clippers,Bucks,8,11,12,13,5,1,,,,
Clippers,Spurs,4,0,3,-8,5,24,,,,
Clippers,Rockets,-21,-11,-12,-10,5,22,,,,
Clippers,Thunder,6,2,5,-1,5,26,,,,
Clippers,Lakers,10,16,28,10,5,13,,,,
Clippers,Jazz,-8,-5,2,5,5,10,,,,
Clippers,Wizards,14,13,15,17,5,30,,,,
Clippers,Hornets,7,9,6,5,5,9,,,,
Clippers,Pelicans,-5,2,8,6,5,19,,,,
Clippers,Seventysixers,2,17,29,31,5,23,,,,
Clippers,Trailblazers,13,23,15,11,5,28,,,,
Clippers,Hornets,9,-3,6,14,5,9,,,,
Clippers,Pelicans,-5,7,8,3,5,19,,,,
Clippers,Heat,-8,-7,10,14,5,8,,,,
Clippers,Kings,0,-4,-3,-7,5,11,,,,
Clippers,Rockets,12,7,14,8,5,22,,,,
Clippers,Cavaliers,3,-9,-16,-13,5,3,,,,
Clippers,Knicks,7,10,22,28,5,12,,,,
Clippers,Raptors,7,-13,-12,-18,5,21,,,,
Clippers,Pacers,0,-5,2,2,5,18,,,,
Clippers,Hawks,-6,-2,-2,2,5,7,,,,
Clippers,Lakers,-1,5,7,12,5,13,,,,
Clippers,Bulls,2,4,11,27,5,2,,,,
Clippers,Timberwolves,0,2,-2,-6,5,27,,,,
Clippers,Magic,8,11,4,14,5,14,,,,
Clippers,Heat,-4,1,8,7,5,8,,,,
Clippers,Seventysixers,-3,-10,-8,6,5,23,,,,
Clippers,Celtics,4,-7,-7,-5,5,4,,,,
Clippers,Spurs,6,8,9,19,5,24,,,,
Clippers,Warriors,-13,-10,-9,-3,5,29,,,,
Clippers,Suns,19,17,29,40,5,25,,,,
Clippers,Nuggets,-4,-14,-9,-6,5,17,,,,
Clippers,Kings,0,-3,15,10,5,11,,,,
Clippers,Nets,2,6,2,10,5,16,,,,
Clippers,Thunder,-13,-20,-17,5,5,26,,,,
